pattern,observations,mean_return,net_mean,win_rate,horizon_days,period
momentum_20_10_ma200,39896,0.0029246327571011187,-0.007297683032372565,0.4190395027070383,5,development
momentum_20_10_ma200,13611,-0.0002388681686574734,-0.010461183958131157,0.42737491734626404,5,selection
momentum_20_10_ma200,18312,0.004125135177375645,-0.006097180612098039,0.4540192223678462,5,holdout
momentum_20_10_ma200,39887,0.007308367153469051,-0.002913948636004632,0.4290119587835636,10,development
momentum_20_10_ma200,13611,-0.00017035845618580038,-0.010392674245659483,0.4222320182205569,10,selection
momentum_20_10_ma200,18326,0.008021207040012005,-0.0022011087494616787,0.4694968896649569,10,holdout
momentum_20_10_ma200,39885,0.012212605975507475,0.0019902901860337913,0.4310643098909364,20,development
momentum_20_10_ma200,13611,-0.004093387260771805,-0.014315703050245487,0.4221585482330468,20,selection
momentum_20_10_ma200,18327,0.013869061197054354,0.0036467454075806705,0.46647023517215036,20,holdout
momentum_20_10_ma200,39901,0.029196065420578184,0.0189737496311045,0.43262073632239795,40,development
momentum_20_10_ma200,13611,-0.0024049675667605934,-0.012627283356234278,0.4326647564469914,40,selection
momentum_20_10_ma200,18253,0.010365686150624833,0.00014337036115114922,0.43587355503204955,40,holdout
momentum_40_0_ma100,126669,0.0020292543257503077,-0.008193061463723375,0.42627635806708825,5,development
momentum_40_0_ma100,49091,0.0003408227477285361,-0.009881493041745147,0.4388584465584323,5,selection
momentum_40_0_ma100,65545,0.0022486049901856778,-0.007973710799288006,0.4566481043557861,5,holdout
momentum_40_0_ma100,126641,0.0044899556214348345,-0.005732360168038849,0.43416429118531913,10,development
momentum_40_0_ma100,49091,0.000718221273725779,-0.009504094515747904,0.44067140616406264,10,selection
momentum_40_0_ma100,65559,0.004275694552985988,-0.005946621236487696,0.4638722372214341,10,holdout
momentum_40_0_ma100,126659,0.008737397321781847,-0.0014849184676918366,0.43607639409753746,20,development
momentum_40_0_ma100,49091,0.0014570353541763794,-0.008765280435297304,0.439612148866391,20,selection
momentum_40_0_ma100,65554,0.00829311878119568,-0.0019291970082780038,0.4605363517100406,20,holdout
momentum_40_0_ma100,126677,0.01641061740227295,0.006188301612799266,0.4358249721733227,40,development
momentum_40_0_ma100,49091,0.003048717589237938,-0.007173598200235746,0.4420973294493899,40,selection
momentum_40_0_ma100,65359,0.012304676137512077,0.0020823603480383934,0.4543215165470708,40,holdout
momentum_40_0_ma200,108407,0.002636461063484971,-0.007585854725988713,0.4288929681662623,5,development
momentum_40_0_ma200,43134,0.0013287178967801325,-0.00889359789269355,0.44797607455835303,5,selection
momentum_40_0_ma200,59815,0.002516295571441382,-0.0077060202180323015,0.4607205550447212,5,holdout
momentum_40_0_ma200,108384,0.005686533978941996,-0.004535781810531688,0.4377860200767641,10,development
momentum_40_0_ma200,43134,0.0024135370955503934,-0.00780877869392329,0.45242731951592713,10,selection
momentum_40_0_ma200,59831,0.0047745192664760926,-0.005447796522997591,0.4700071869097959,10,holdout
momentum_40_0_ma200,108393,0.011322595351980283,0.0011002795625065995,0.44124620593580766,20,development
momentum_40_0_ma200,43134,0.003940314831791855,-0.006282000957681828,0.4502480641721148,20,selection
momentum_40_0_ma200,59818,0.008795303970413322,-0.0014270118190603618,0.4667157043030526,20,holdout
momentum_40_0_ma200,108410,0.02278842173917967,0.012566105949705985,0.44553085508716905,40,development
momentum_40_0_ma200,43134,0.0071370339645821365,-0.003085281824891547,0.4532387443779849,40,selection
momentum_40_0_ma200,59631,0.014090377545384817,0.003868061755911133,0.459090070600862,40,holdout
momentum_40_3_ma100,108514,0.002050365612580239,-0.008171950176893445,0.42455351383231654,5,development
momentum_40_3_ma100,41301,0.00030251625394657646,-0.009919799535527107,0.43785864749037556,5,selection
momentum_40_3_ma100,55102,0.0024397743926272883,-0.007782541396846395,0.45825922834016913,5,holdout
momentum_40_3_ma100,108491,0.004857600755245994,-0.005364715034227689,0.43354748320137154,10,development
momentum_40_3_ma100,41301,0.0004049277039730518,-0.009817388085500632,0.43834289726641,10,selection
momentum_40_3_ma100,55117,0.004369732873703962,-0.005852582915769722,0.4640129179744906,10,holdout
momentum_40_3_ma100,108505,0.009311679344743688,-0.0009106364447299953,0.43567577530989354,20,development
momentum_40_3_ma100,41301,0.0008720430265430544,-0.00935027276293063,0.4369143604271083,20,selection
momentum_40_3_ma100,55112,0.008507625820486368,-0.0017146899689873159,0.4589925968935985,20,holdout
momentum_40_3_ma100,108527,0.017497249311875615,0.0072749335224019315,0.43485031374680955,40,development
momentum_40_3_ma100,41301,0.002307169196286459,-0.007915146593187225,0.4364785356286773,40,selection
momentum_40_3_ma100,54945,0.01216413668035467,0.0019418208908809857,0.45074165074165073,40,holdout
momentum_40_3_ma200,92381,0.0028064840683399623,-0.007415831721133722,0.42764204760719193,5,development
momentum_40_3_ma200,36017,0.0013982899474230864,-0.008824025842050597,0.4475664269650443,5,selection
momentum_40_3_ma200,49896,0.002745379296860658,-0.007476936492613025,0.4629830046496713,5,holdout
momentum_40_3_ma200,92361,0.006311802665887494,-0.00391051312358619,0.4376414287415684,10,development
momentum_40_3_ma200,36017,0.0022921844102928865,-0.007930131379180798,0.4503706583002471,10,selection
momentum_40_3_ma200,49912,0.0049291362212414355,-0.005293179568232248,0.4701274242667094,10,holdout
momentum_40_3_ma200,92363,0.012230443743834226,0.002008127954360542,0.44242824507649164,20,development
momentum_40_3_ma200,36017,0.0035071769667198768,-0.006715138822753807,0.44837160229891443,20,selection
momentum_40_3_ma200,49898,0.009036486604309387,-0.0011858291851642964,0.46532927171429717,20,holdout
momentum_40_3_ma200,92385,0.024538727264852192,0.014316411475378508,0.44595984196568705,40,development
momentum_40_3_ma200,36017,0.0066152763301954905,-0.003607039459278193,0.44975983563317323,40,selection
momentum_40_3_ma200,49744,0.013994351727389349,0.0037720359379156652,0.4556529430685108,40,holdout
momentum_40_5_ma100,95963,0.0020376931646045116,-0.008184622624869173,0.42260037722872357,5,development
momentum_40_5_ma100,35838,0.00020133192421914969,-0.010020983865254534,0.4382778056811206,5,selection
momentum_40_5_ma100,47692,0.0025666192859464376,-0.007655696503527246,0.45892392854147446,5,holdout
momentum_40_5_ma100,95944,0.005051987689287971,-0.005170328100185712,0.43149128658384056,10,development
momentum_40_5_ma100,35838,-0.00011103897651145773,-0.010333354765985141,0.43406440091522963,10,selection
momentum_40_5_ma100,47702,0.00466458734731824,-0.005557728442155444,0.4654312188168211,10,holdout
momentum_40_5_ma100,95955,0.009725803049372275,-0.0004965127401014083,0.43359908290344434,20,development
momentum_40_5_ma100,35838,3.781637592296823e-05,-0.010184499413550716,0.4340923042580501,20,selection
momentum_40_5_ma100,47702,0.008865269082795222,-0.0013570467066784612,0.4607982893799002,20,holdout
momentum_40_5_ma100,95972,0.018703705188740097,0.008481389399266414,0.4330012920435127,40,development
momentum_40_5_ma100,35838,0.0008409515821306043,-0.00938136420734308,0.43110664657625986,40,selection
momentum_40_5_ma100,47552,0.012354082121610111,0.002131766332136428,0.4483092193808883,40,holdout
momentum_40_5_ma200,82073,0.0028014691636255532,-0.00742084662584813,0.4256576462417604,5,development
momentum_40_5_ma200,31364,0.001300898330716781,-0.008921417458756903,0.4473600306083408,5,selection
momentum_40_5_ma200,43330,0.0029442116712599903,-0.007278104118213693,0.4632125548119086,5,holdout
momentum_40_5_ma200,82056,0.006464507172927305,-0.0037578086165463787,0.43482499756264015,10,development
momentum_40_5_ma200,31364,0.0017969161918516244,-0.00842539959762206,0.44640351995918887,10,selection
momentum_40_5_ma200,43340,0.005246262404945398,-0.004976053384528285,0.4710198431010614,10,holdout
momentum_40_5_ma200,82059,0.012563224037448521,0.0023409082479748378,0.4402929599434553,20,development
momentum_40_5_ma200,31364,0.0028298531971976374,-0.007392462592276047,0.44643540364749396,20,selection
momentum_40_5_ma200,43330,0.009738181867073554,-0.0004841339224001297,0.4665128086775906,20,holdout
momentum_40_5_ma200,82075,0.025712535389153666,0.015490219599679982,0.44375266524520257,40,development
momentum_40_5_ma200,31364,0.005269499434055578,-0.004952816355418105,0.44471368447902054,40,selection
momentum_40_5_ma200,43198,0.014252292186204767,0.004029976396731083,0.4525209500439835,40,holdout
momentum_40_10_ma100,71304,0.002081392849224035,-0.008140922940249649,0.41931728935263096,5,development
momentum_40_10_ma100,24306,0.0003082786513961862,-0.009914037138077498,0.4372171480292932,5,selection
momentum_40_10_ma100,32871,0.0025745494328590587,-0.007647766356614625,0.4556600042590733,5,holdout
momentum_40_10_ma100,71294,0.005635064212765003,-0.0045872515767086805,0.42832496423261424,10,development
momentum_40_10_ma100,24306,-0.0002872788948103089,-0.010509594684283993,0.4325680901834938,10,selection
momentum_40_10_ma100,32878,0.005317984232687379,-0.004904331556786304,0.46788125798406227,10,holdout
momentum_40_10_ma100,71305,0.0119349313492559,0.001712615559782216,0.43117593436645396,20,development
momentum_40_10_ma100,24306,-0.0017831521067679453,-0.012005467896241628,0.42956471653089773,20,selection
